phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Main_Ped,P_Main_Ped,Q_Main_Ped,Significant_Main_Ped,Effect_Size_Cov_Ped,P_Cov_Ped,Q_Cov_Ped,Significant_Cov_Ped,Sample_Size_Ped,Effect_Size_Main_YA,P_Main_YA,Q_Main_YA,Significant_Main_YA,Effect_Size_Cov_YA,P_Cov_YA,Q_Cov_YA,Significant_Cov_YA,Sample_Size_YA,Effect_Size_Main_OA,P_Main_OA,Q_Main_OA,Significant_Main_OA,Effect_Size_Cov_OA,P_Cov_OA,Q_Cov_OA,Significant_Cov_OA,Sample_Size_OA
subcortical_volume,CTQ_Abuse,female,Lput,0.046 (0.079),5.66E-01,8.67E-01,No,0.192 (0.164),2.44E-01,7.00E-01,No,189,-0.184 (0.033) *,3.50E-08,1.64E-07,Yes,0.198 (0.07),4.95E-03,6.93E-02,No,1164,-0.129 (0.037) *,5.46E-04,1.91E-03,Yes,-0.126 (0.075),9.07E-02,1.81E-01,No,867
subcortical_volume,CTQ_Abuse,female,Rput,0.04 (0.079),6.19E-01,8.67E-01,No,0.213 (0.164),1.95E-01,7.00E-01,No,189,-0.143 (0.033) *,1.97E-05,6.88E-05,Yes,0.159 (0.071),2.50E-02,1.17E-01,No,1164,0.001 (0.037),9.75E-01,9.75E-01,No,-0.24 (0.075) *,1.48E-03,1.03E-02,Yes,867
subcortical_volume,CTQ_Abuse,female,Lpal,0.08 (0.079),3.13E-01,8.38E-01,No,0.147 (0.164),3.71E-01,7.23E-01,No,189,0.187 (0.033) *,2.08E-08,1.46E-07,Yes,-0.1 (0.07),1.57E-01,2.44E-01,No,1164,0.162 (0.037) *,1.41E-05,1.98E-04,Yes,-0.076 (0.075),3.08E-01,3.85E-01,No,867
subcortical_volume,CTQ_Abuse,female,Rpal,0.065 (0.08),4.19E-01,8.38E-01,No,0.004 (0.165),9.79E-01,9.79E-01,No,189,0.205 (0.033) *,8.21E-10,1.15E-08,Yes,-0.154 (0.07),2.83E-02,1.17E-01,No,1164,0.13 (0.037) *,5.21E-04,1.91E-03,Yes,-0.073 (0.075),3.30E-01,3.85E-01,No,867
subcortical_volume,CTQ_Abuse,female,Lhippo,-0.003 (0.08),9.75E-01,9.75E-01,No,-0.135 (0.165),4.13E-01,7.23E-01,No,189,-0.092 (0.033) *,6.30E-03,1.26E-02,Yes,0.052 (0.071),4.63E-01,5.41E-01,No,1164,-0.047 (0.038),2.13E-01,4.26E-01,No,0.129 (0.076),8.71E-02,1.81E-01,No,867
subcortical_volume,CTQ_Abuse,female,Rhippo,0.027 (0.08),7.41E-01,9.43E-01,No,-0.014 (0.165),9.32E-01,9.79E-01,No,189,-0.135 (0.033) *,5.29E-05,1.48E-04,Yes,0.029 (0.071),6.80E-01,7.28E-01,No,1164,-0.054 (0.038),1.52E-01,3.55E-01,No,0.077 (0.076),3.11E-01,3.85E-01,No,867
subcortical_volume,CTQ_Abuse,female,Lamyg,-0.006 (0.079),9.35E-01,9.75E-01,No,0.254 (0.164),1.23E-01,7.00E-01,No,189,0.001 (0.034),9.85E-01,9.85E-01,No,0.14 (0.071),4.91E-02,1.17E-01,No,1164,-0.013 (0.038),7.35E-01,8.58E-01,No,0.148 (0.075),5.10E-02,1.43E-01,No,867
subcortical_volume,CTQ_Abuse,female,Ramyg,-0.011 (0.08),8.88E-01,9.75E-01,No,0.149 (0.165),3.66E-01,7.23E-01,No,189,0.009 (0.034),7.86E-01,8.46E-01,No,0.134 (0.071),5.94E-02,1.19E-01,No,1164,0.017 (0.038),6.57E-01,8.58E-01,No,-0.091 (0.076),2.31E-01,3.85E-01,No,867
subcortical_volume,CTQ_Abuse,female,Laccumb,0.076 (0.08),3.42E-01,8.38E-01,No,-0.052 (0.165),7.55E-01,9.79E-01,No,189,0.015 (0.034),6.49E-01,7.95E-01,No,-0.139 (0.071),5.03E-02,1.17E-01,No,1164,0.005 (0.038),8.92E-01,9.61E-01,No,-0.087 (0.076),2.49E-01,3.85E-01,No,867
subcortical_volume,CTQ_Abuse,female,Raccumb,0.083 (0.08),3.02E-01,8.38E-01,No,0.009 (0.165),9.58E-01,9.79E-01,No,189,0.014 (0.034),6.82E-01,7.95E-01,No,-0.061 (0.071),3.93E-01,5.01E-01,No,1164,0.083 (0.037),2.68E-02,7.51E-02,No,-0.212 (0.075) *,5.01E-03,1.75E-02,Yes,867
subcortical_volume,CTQ_Abuse,male,Lthal,-0.091 (0.087),2.96E-01,5.18E-01,No,0.165 (0.193),3.93E-01,7.87E-01,No,160,0.121 (0.039) *,1.91E-03,8.93E-03,Yes,0.032 (0.081),6.94E-01,8.83E-01,No,744,-0.056 (0.044),2.04E-01,3.17E-01,No,0.185 (0.089),3.79E-02,2.18E-01,No,587
subcortical_volume,CTQ_Abuse,male,Rthal,-0.103 (0.087),2.34E-01,4.67E-01,No,-0.043 (0.192),8.25E-01,9.24E-01,No,160,0.094 (0.039),1.56E-02,5.46E-02,No,0.034 (0.082),6.78E-01,8.83E-01,No,744,-0.053 (0.044),2.27E-01,3.17E-01,No,0.119 (0.089),1.82E-01,3.64E-01,No,587
subcortical_volume,CTQ_Abuse,male,Lcaud,0.129 (0.086),1.38E-01,4.67E-01,No,-0.096 (0.192),6.17E-01,8.64E-01,No,160,0.041 (0.039),2.90E-01,4.51E-01,No,-0.071 (0.082),3.86E-01,7.80E-01,No,744,-0.006 (0.044),8.86E-01,8.86E-01,No,-0.206 (0.089),2.04E-02,2.18E-01,No,587
subcortical_volume,CTQ_Abuse,male,Rcaud,0.177 (0.086),4.11E-02,2.88E-01,No,-0.169 (0.191),3.78E-01,7.87E-01,No,160,0.009 (0.039),8.24E-01,8.72E-01,No,-0.065 (0.082),4.26E-01,7.80E-01,No,744,-0.02 (0.044),6.48E-01,7.56E-01,No,-0.126 (0.089),1.57E-01,3.64E-01,No,587
subcortical_volume,CTQ_Abuse,male,Lput,0.152 (0.086),8.00E-02,3.73E-01,No,-0.215 (0.192),2.64E-01,7.87E-01,No,160,-0.053 (0.039),1.79E-01,3.58E-01,No,-0.022 (0.082),7.90E-01,8.98E-01,No,744,-0.103 (0.044) *,1.91E-02,4.92E-02,Yes,0.048 (0.089),5.92E-01,6.66E-01,No,587
subcortical_volume,CTQ_Abuse,male,Rput,0.188 (0.086),2.99E-02,2.88E-01,No,-0.271 (0.191),1.57E-01,7.87E-01,No,160,-0.017 (0.039),6.65E-01,8.46E-01,No,-0.04 (0.082),6.24E-01,8.83E-01,No,744,-0.062 (0.044),1.58E-01,2.76E-01,No,0.044 (0.089),6.18E-01,6.66E-01,No,587
subcortical_volume,CTQ_Abuse,male,Lpal,-0.055 (0.087),5.30E-01,7.57E-01,No,-0.134 (0.193),4.87E-01,8.52E-01,No,160,0.165 (0.039) *,2.18E-05,1.53E-04,Yes,-0.137 (0.081),9.20E-02,3.22E-01,No,744,0.099 (0.043) *,2.31E-02,4.92E-02,Yes,0.111 (0.089),2.11E-01,3.69E-01,No,587
subcortical_volume,CTQ_Abuse,male,Rpal,0.031 (0.087),7.19E-01,8.39E-01,No,0.021 (0.194),9.15E-01,9.24E-01,No,160,0.173 (0.039) *,8.90E-06,1.25E-04,Yes,-0.01 (0.081),8.98E-01,8.98E-01,No,744,0.098 (0.044) *,2.46E-02,4.92E-02,Yes,0.097 (0.089),2.72E-01,4.23E-01,No,587
subcortical_volume,CTQ_Abuse,male,Lhippo,0.113 (0.086),1.95E-01,4.67E-01,No,0.018 (0.192),9.24E-01,9.24E-01,No,160,-0.023 (0.039),5.56E-01,7.78E-01,No,0.198 (0.082),1.55E-02,7.24E-02,No,744,-0.115 (0.044) *,8.52E-03,3.45E-02,Yes,0.17 (0.089),5.60E-02,2.18E-01,No,587
subcortical_volume,CTQ_Abuse,male,Rhippo,0.037 (0.087),6.69E-01,8.39E-01,No,0.194 (0.193),3.15E-01,7.87E-01,No,160,-0.043 (0.039),2.74E-01,4.51E-01,No,0.223 (0.082) *,6.48E-03,4.54E-02,Yes,744,-0.113 (0.044) *,9.87E-03,3.45E-02,Yes,0.142 (0.089),1.10E-01,3.07E-01,No,587
subcortical_volume,CTQ_Abuse,male,Lamyg,0.015 (0.087),8.68E-01,8.68E-01,No,0.021 (0.194),9.12E-01,9.24E-01,No,160,-0.082 (0.039),3.48E-02,9.74E-02,No,0.24 (0.082) *,3.33E-03,4.54E-02,Yes,744,-0.116 (0.044) *,7.89E-03,3.45E-02,Yes,0.078 (0.089),3.80E-01,4.84E-01,No,587
subcortical_volume,CTQ_Abuse,male,Ramyg,-0.017 (0.087),8.47E-01,8.68E-01,No,0.196 (0.193),3.12E-01,7.87E-01,No,160,-0.006 (0.039),8.72E-01,8.72E-01,No,0.079 (0.082),3.38E-01,7.80E-01,No,744,-0.123 (0.044) *,4.96E-03,3.45E-02,Yes,0.016 (0.089),8.58E-01,8.58E-01,No,587
subcortical_volume,CTQ_Abuse,male,Laccumb,0.053 (0.087),5.41E-01,7.57E-01,No,0.104 (0.193),5.91E-01,8.64E-01,No,160,0.01 (0.039),8.05E-01,8.72E-01,No,-0.011 (0.082),8.94E-01,8.98E-01,No,744,0.011 (0.044),7.94E-01,8.55E-01,No,0.166 (0.089),6.22E-02,2.18E-01,No,587
subcortical_volume,CTQ_Abuse,male,Raccumb,0.11 (0.086),2.05E-01,4.67E-01,No,-0.363 (0.191),5.94E-02,7.87E-01,No,160,0.054 (0.039),1.64E-01,3.58E-01,No,0.062 (0.082),4.46E-01,7.80E-01,No,744,0.034 (0.044),4.40E-01,5.60E-01,No,0.081 (0.089),3.65E-01,4.84E-01,No,587
subcortical_volume,CTQ_Neglect,female,Lthal,0.048 (0.078),5.40E-01,8.25E-01,No,-0.224 (0.16),1.63E-01,4.56E-01,No,189,-0.017 (0.034),6.28E-01,9.67E-01,No,-0.064 (0.073),3.79E-01,5.89E-01,No,1164,0.025 (0.038),5.16E-01,6.57E-01,No,-0.003 (0.077),9.66E-01,9.66E-01,No,867
subcortical_volume,CTQ_Neglect,female,Rthal,0.093 (0.078),2.33E-01,7.86E-01,No,-0.145 (0.16),3.66E-01,7.32E-01,No,189,0.055 (0.034),1.06E-01,2.48E-01,No,0.034 (0.073),6.36E-01,7.42E-01,No,1164,0.092 (0.038),1.62E-02,2.27E-01,No,0.02 (0.077),7.97E-01,9.55E-01,No,867
subcortical_volume,CTQ_Neglect,female,Lcaud,-0.075 (0.078),3.37E-01,7.86E-01,No,-0.107 (0.16),5.07E-01,8.10E-01,No,189,0.008 (0.034),8.18E-01,9.67E-01,No,-0.165 (0.073),2.36E-02,1.59E-01,No,1164,-0.041 (0.038),2.79E-01,5.59E-01,No,-0.202 (0.076),8.29E-03,5.80E-02,No,867
subcortical_volume,CTQ_Neglect,female,Rcaud,-0.103 (0.077),1.84E-01,7.86E-01,No,-0.037 (0.16),8.19E-01,8.19E-01,No,189,0.002 (0.034),9.56E-01,9.67E-01,No,-0.169 (0.073),1.98E-02,1.59E-01,No,1164,-0.044 (0.038),2.48E-01,5.59E-01,No,-0.189 (0.076),1.38E-02,6.42E-02,No,867
subcortical_volume,CTQ_Neglect,female,Lput,0.005 (0.077),9.49E-01,9.49E-01,No,0.226 (0.16),1.59E-01,4.56E-01,No,189,-0.102 (0.034) *,2.80E-03,1.31E-02,Yes,0.12 (0.073),9.70E-02,2.26E-01,No,1164,-0.062 (0.038),1.05E-01,5.59E-01,No,-0.18 (0.076),1.83E-02,6.42E-02,No,867
subcortical_volume,CTQ_Neglect,female,Rput,-0.027 (0.077),7.30E-01,8.52E-01,No,0.265 (0.16),9.94E-02,4.56E-01,No,189,-0.068 (0.034),4.64E-02,1.30E-01,No,0.086 (0.073),2.36E-01,4.14E-01,No,1164,-0.019 (0.038),6.17E-01,7.20E-01,No,-0.221 (0.076),3.86E-03,5.40E-02,No,867
subcortical_volume,CTQ_Neglect,female,Lpal,-0.041 (0.077),5.98E-01,8.25E-01,No,0.242 (0.16),1.32E-01,4.56E-01,No,189,0.125 (0.034) *,2.50E-04,1.75E-03,Yes,-0.044 (0.072),5.42E-01,6.90E-01,No,1164,0.054 (0.038),1.58E-01,5.59E-01,No,0.013 (0.077),8.62E-01,9.55E-01,No,867
subcortical_volume,CTQ_Neglect,female,Rpal,-0.036 (0.078),6.48E-01,8.25E-01,No,0.083 (0.161),6.07E-01,8.10E-01,No,189,0.15 (0.034) *,1.09E-05,1.52E-04,Yes,-0.108 (0.072),1.36E-01,2.71E-01,No,1164,0.03 (0.038),4.36E-01,6.22E-01,No,0.011 (0.077),8.87E-01,9.55E-01,No,867
subcortical_volume,CTQ_Neglect,female,Lhippo,-0.083 (0.078),2.89E-01,7.86E-01,No,-0.08 (0.16),6.20E-01,8.10E-01,No,189,-0.043 (0.034),2.14E-01,4.28E-01,No,0.004 (0.073),9.53E-01,9.53E-01,No,1164,0.003 (0.038),9.42E-01,9.42E-01,No,0.087 (0.077),2.59E-01,5.19E-01,No,867
subcortical_volume,CTQ_Neglect,female,Rhippo,-0.066 (0.078),3.99E-01,7.97E-01,No,0.054 (0.161),7.37E-01,8.19E-01,No,189,-0.089 (0.034) *,9.43E-03,3.30E-02,Yes,-0.013 (0.072),8.59E-01,9.25E-01,No,1164,0.008 (0.038),8.35E-01,9.00E-01,No,0.023 (0.077),7.63E-01,9.55E-01,No,867
subcortical_volume,CTQ_Neglect,female,Lamyg,-0.017 (0.077),8.24E-01,8.87E-01,No,0.261 (0.16),1.04E-01,4.56E-01,No,189,-0.01 (0.034),7.62E-01,9.67E-01,No,0.152 (0.073),3.64E-02,1.59E-01,No,1164,-0.033 (0.038),3.90E-01,6.22E-01,No,0.167 (0.077),3.00E-02,7.01E-02,No,867
subcortical_volume,CTQ_Neglect,female,Ramyg,-0.082 (0.078),2.92E-01,7.86E-01,No,0.197 (0.16),2.19E-01,5.12E-01,No,189,-0.002 (0.034),9.61E-01,9.67E-01,No,0.145 (0.073),4.54E-02,1.59E-01,No,1164,-0.048 (0.038),2.06E-01,5.59E-01,No,-0.032 (0.077),6.77E-01,9.55E-01,No,867
subcortical_volume,CTQ_Neglect,female,Laccumb,0.124 (0.077),1.10E-01,7.86E-01,No,-0.076 (0.16),6.36E-01,8.10E-01,No,189,-0.001 (0.034),9.67E-01,9.67E-01,No,-0.122 (0.073),9.32E-02,2.26E-01,No,1164,-0.042 (0.038),2.70E-01,5.59E-01,No,-0.044 (0.077),5.65E-01,9.55E-01,No,867
subcortical_volume,CTQ_Neglect,female,Raccumb,0.048 (0.078),5.36E-01,8.25E-01,No,0.043 (0.161),7.88E-01,8.19E-01,No,189,0.007 (0.034),8.42E-01,9.67E-01,No,-0.054 (0.073),4.57E-01,6.40E-01,No,1164,0.029 (0.038),4.44E-01,6.22E-01,No,-0.167 (0.077),2.93E-02,7.01E-02,No,867
subcortical_volume,CTQ_Neglect,male,Lthal,-0.011 (0.085),9.00E-01,9.76E-01,No,0.092 (0.189),6.25E-01,8.05E-01,No,160,0.052 (0.04),1.94E-01,5.43E-01,No,0.075 (0.084),3.76E-01,4.51E-01,No,744,-0.113 (0.044),1.04E-02,1.39E-01,No,0.229 (0.089),1.05E-02,1.26E-01,No,587
subcortical_volume,CTQ_Neglect,male,Rthal,-0.08 (0.084),3.46E-01,5.75E-01,No,-0.074 (0.188),6.94E-01,8.05E-01,No,160,-0.012 (0.04),7.64E-01,8.63E-01,No,0.113 (0.084),1.82E-01,4.51E-01,No,744,-0.103 (0.044),1.99E-02,1.39E-01,No,0.158 (0.09),7.85E-02,1.99E-01,No,587
subcortical_volume,CTQ_Neglect,male,Lcaud,0.093 (0.085),2.75E-01,5.75E-01,No,-0.052 (0.188),7.84E-01,8.05E-01,No,160,0.078 (0.04),5.36E-02,5.26E-01,No,-0.108 (0.084),1.99E-01,4.51E-01,No,744,0.003 (0.044),9.45E-01,9.89E-01,No,-0.213 (0.09),1.80E-02,1.26E-01,No,587
subcortical_volume,CTQ_Neglect,male,Rcaud,0.138 (0.084),1.04E-01,5.75E-01,No,-0.116 (0.187),5.37E-01,8.05E-01,No,160,0.056 (0.04),1.64E-01,5.43E-01,No,-0.108 (0.084),2.03E-01,4.51E-01,No,744,0.018 (0.044),6.88E-01,8.59E-01,No,-0.152 (0.09),9.06E-02,1.99E-01,No,587
subcortical_volume,CTQ_Neglect,male,Lput,0.13 (0.084),1.25E-01,5.75E-01,No,-0.178 (0.187),3.43E-01,8.05E-01,No,160,0.026 (0.04),5.20E-01,7.38E-01,No,-0.082 (0.084),3.29E-01,4.51E-01,No,744,0.001 (0.044),9.89E-01,9.89E-01,No,-0.022 (0.09),8.09E-01,8.80E-01,No,587
subcortical_volume,CTQ_Neglect,male,Rput,0.152 (0.084),7.23E-02,5.75E-01,No,-0.219 (0.187),2.43E-01,8.05E-01,No,160,0.026 (0.04),5.27E-01,7.38E-01,No,-0.075 (0.084),3.77E-01,4.51E-01,No,744,0.019 (0.044),6.61E-01,8.59E-01,No,-0.011 (0.09),9.00E-01,9.00E-01,No,587
subcortical_volume,CTQ_Neglect,male,Lpal,-0.107 (0.084),2.06E-01,5.75E-01,No,-0.102 (0.187),5.86E-01,8.05E-01,No,160,0.065 (0.04),1.07E-01,5.26E-01,No,-0.073 (0.084),3.87E-01,4.51E-01,No,744,0.015 (0.044),7.37E-01,8.59E-01,No,0.167 (0.09),6.39E-02,1.99E-01,No,587
subcortical_volume,CTQ_Neglect,male,Rpal,0.003 (0.085),9.76E-01,9.76E-01,No,0.047 (0.189),8.05E-01,8.05E-01,No,160,0.064 (0.04),1.13E-01,5.26E-01,No,0.06 (0.084),4.79E-01,5.16E-01,No,744,0.024 (0.044),5.90E-01,8.59E-01,No,0.146 (0.09),1.05E-01,1.99E-01,No,587
subcortical_volume,CTQ_Neglect,male,Lhippo,0.062 (0.085),4.64E-01,6.50E-01,No,0.072 (0.188),7.04E-01,8.05E-01,No,160,-0.011 (0.04),7.75E-01,8.63E-01,No,0.192 (0.084),2.32E-02,1.08E-01,No,744,-0.069 (0.044),1.20E-01,3.35E-01,No,0.142 (0.09),1.14E-01,1.99E-01,No,587
subcortical_volume,CTQ_Neglect,male,Rhippo,0.076 (0.084),3.70E-01,5.75E-01,No,0.17 (0.187),3.66E-01,8.05E-01,No,160,-0.046 (0.04),2.52E-01,5.89E-01,No,0.232 (0.084),6.00E-03,8.40E-02,No,744,-0.071 (0.044),1.11E-01,3.35E-01,No,0.117 (0.09),1.92E-01,2.99E-01,No,587
subcortical_volume,CTQ_Neglect,male,Lamyg,-0.082 (0.085),3.37E-01,5.75E-01,No,0.096 (0.188),6.11E-01,8.05E-01,No,160,-0.035 (0.04),3.88E-01,6.80E-01,No,0.21 (0.084),1.27E-02,8.86E-02,No,744,-0.081 (0.044),6.63E-02,3.10E-01,No,0.059 (0.09),5.14E-01,6.54E-01,No,587
subcortical_volume,CTQ_Neglect,male,Ramyg,0.006 (0.085),9.40E-01,9.76E-01,No,0.176 (0.188),3.51E-01,8.05E-01,No,160,-0.01 (0.04),8.01E-01,8.63E-01,No,0.083 (0.084),3.27E-01,4.51E-01,No,744,-0.063 (0.044),1.52E-01,3.55E-01,No,-0.021 (0.09),8.17E-01,8.80E-01,No,587
subcortical_volume,CTQ_Neglect,male,Laccumb,0.005 (0.085),9.54E-01,9.76E-01,No,0.148 (0.188),4.35E-01,8.05E-01,No,160,0.037 (0.04),3.54E-01,6.80E-01,No,-0.036 (0.084),6.68E-01,6.68E-01,No,744,-0.033 (0.044),4.61E-01,8.59E-01,No,0.197 (0.09),2.83E-02,1.32E-01,No,587
subcortical_volume,CTQ_Neglect,male,Raccumb,0.078 (0.084),3.57E-01,5.75E-01,No,-0.325 (0.187),8.44E-02,8.05E-01,No,160,0.007 (0.04),8.63E-01,8.63E-01,No,0.096 (0.084),2.56E-01,4.51E-01,No,744,0.027 (0.044),5.34E-01,8.59E-01,No,0.084 (0.09),3.53E-01,4.95E-01,No,587
surface_area,CTQ_Abuse,female,L_bankssts_surfavg,0.186 (0.079),1.89E-02,1.74E-01,No,-0.275 (0.163),9.19E-02,3.55E-01,No,189,-0.055 (0.033),1.01E-01,1.76E-01,No,-0.132 (0.071),6.32E-02,1.87E-01,No,1163,0.003 (0.038),9.42E-01,9.96E-01,No,-0.119 (0.076),1.16E-01,4.59E-01,No,864
surface_area,CTQ_Abuse,female,L_caudalanteriorcingulate_surfavg,-0.027 (0.08),7.35E-01,9.10E-01,No,-0.042 (0.165),8.02E-01,9.40E-01,No,189,-0.063 (0.034),6.10E-02,1.38E-01,No,-0.01 (0.071),8.88E-01,9.46E-01,No,1163,-0.061 (0.038),1.08E-01,2.36E-01,No,0.036 (0.076),6.36E-01,8.20E-01,No,864
surface_area,CTQ_Abuse,female,L_caudalmiddlefrontal_surfavg,-0.024 (0.08),7.66E-01,9.10E-01,No,0.238 (0.164),1.49E-01,4.05E-01,No,189,-0.042 (0.033),2.15E-01,3.40E-01,No,-0.102 (0.071),1.52E-01,2.87E-01,No,1163,-0.081 (0.038),3.08E-02,1.16E-01,No,0.068 (0.076),3.65E-01,6.12E-01,No,864
surface_area,CTQ_Abuse,female,L_cuneus_surfavg,0.182 (0.078),2.05E-02,1.74E-01,No,-0.466 (0.161),4.22E-03,1.44E-01,No,189,-0.007 (0.034),8.31E-01,8.69E-01,No,0.075 (0.071),2.95E-01,4.36E-01,No,1163,-0.045 (0.038),2.28E-01,3.88E-01,No,0.098 (0.076),1.95E-01,5.24E-01,No,864
surface_area,CTQ_Abuse,female,L_entorhil_surfavg,-0.193 (0.079),1.50E-02,1.74E-01,No,0.237 (0.163),1.47E-01,4.05E-01,No,189,-0.031 (0.033),3.47E-01,4.72E-01,No,0.25 (0.071) *,4.43E-04,6.02E-03,Yes,1163,0.064 (0.037),8.47E-02,1.99E-01,No,0.189 (0.075),1.19E-02,1.57E-01,No,864
surface_area,CTQ_Abuse,female,L_fusiform_surfavg,0.146 (0.079),6.65E-02,3.77E-01,No,-0.306 (0.163),6.24E-02,3.26E-01,No,189,-0.14 (0.033) *,3.03E-05,3.44E-04,Yes,0.17 (0.071),1.62E-02,8.46E-02,No,1163,-0.023 (0.038),5.35E-01,6.99E-01,No,-0.011 (0.076),8.86E-01,9.27E-01,No,864
surface_area,CTQ_Abuse,female,L_inferiorparietal_surfavg,0.106 (0.079),1.84E-01,5.49E-01,No,-0.26 (0.164),1.14E-01,3.56E-01,No,189,-0.03 (0.033),3.71E-01,4.85E-01,No,-0.213 (0.071) *,2.72E-03,2.31E-02,Yes,1163,-0.048 (0.038),2.04E-01,3.79E-01,No,-0.002 (0.076),9.75E-01,9.95E-01,No,864
surface_area,CTQ_Abuse,female,L_inferiortemporal_surfavg,-0.206 (0.079),9.42E-03,1.74E-01,No,0.086 (0.162),5.95E-01,7.94E-01,No,189,0.03 (0.033),3.71E-01,4.85E-01,No,0.199 (0.071) *,5.01E-03,3.78E-02,Yes,1163,0.032 (0.037),3.97E-01,5.87E-01,No,0.186 (0.075),1.38E-02,1.57E-01,No,864
surface_area,CTQ_Abuse,female,L_isthmuscingulate_surfavg,0.077 (0.08),3.34E-01,7.57E-01,No,-0.113 (0.165),4.93E-01,7.27E-01,No,189,-0.062 (0.034),6.47E-02,1.40E-01,No,-0.034 (0.071),6.30E-01,7.93E-01,No,1163,0.003 (0.038),9.42E-01,9.96E-01,No,-0.114 (0.076),1.33E-01,4.59E-01,No,864
surface_area,CTQ_Abuse,female,L_lateraloccipital_surfavg,0.236 (0.077),2.60E-03,1.74E-01,No,-0.488 (0.16),2.60E-03,1.44E-01,No,189,0.059 (0.033),7.53E-02,1.51E-01,No,0.13 (0.071),6.64E-02,1.88E-01,No,1163,0.069 (0.038),6.79E-02,1.79E-01,No,0.014 (0.076),8.50E-01,9.03E-01,No,864
surface_area,CTQ_Abuse,female,L_lateralorbitofrontal_surfavg,-0.119 (0.08),1.36E-01,5.14E-01,No,0.134 (0.164),4.15E-01,6.89E-01,No,189,-0.075 (0.033),2.31E-02,8.26E-02,No,0.378 (0.07) *,9.42E-08,6.41E-06,Yes,1163,0.014 (0.037),7.08E-01,8.30E-01,No,0.237 (0.075),1.72E-03,1.17E-01,No,864
surface_area,CTQ_Abuse,female,L_lingual_surfavg,-0.032 (0.08),6.89E-01,9.10E-01,No,-0.167 (0.164),3.13E-01,6.44E-01,No,189,-0.036 (0.033),2.75E-01,3.98E-01,No,0.26 (0.071) *,2.59E-04,4.40E-03,Yes,1163,-0.039 (0.038),3.05E-01,4.87E-01,No,0.095 (0.076),2.10E-01,5.29E-01,No,864
surface_area,CTQ_Abuse,female,L_medialorbitofrontal_surfavg,-0.106 (0.08),1.86E-01,5.49E-01,No,0.147 (0.164),3.73E-01,6.67E-01,No,189,0.072 (0.033),3.13E-02,9.26E-02,No,0.104 (0.071),1.42E-01,2.85E-01,No,1163,0.071 (0.038),5.95E-02,1.74E-01,No,-0.022 (0.076),7.74E-01,8.63E-01,No,864
surface_area,CTQ_Abuse,female,L_middletemporal_surfavg,0.013 (0.08),8.73E-01,9.50E-01,No,0.029 (0.165),8.60E-01,9.59E-01,No,189,0.074 (0.033),2.74E-02,8.47E-02,No,0.037 (0.071),6.02E-01,7.87E-01,No,1163,0.106 (0.037) *,4.54E-03,3.41E-02,Yes,0.071 (0.075),3.47E-01,6.12E-01,No,864
surface_area,CTQ_Abuse,female,L_parahippocampal_surfavg,-0.174 (0.079),2.86E-02,2.16E-01,No,0.111 (0.163),4.96E-01,7.27E-01,No,189,-0.12 (0.033) *,3.52E-04,2.66E-03,Yes,0.045 (0.071),5.27E-01,7.32E-01,No,1163,-0.018 (0.038),6.29E-01,7.77E-01,No,-0.082 (0.076),2.78E-01,5.79E-01,No,864
surface_area,CTQ_Abuse,female,L_paracentral_surfavg,0.012 (0.079),8.76E-01,9.50E-01,No,0.373 (0.162),2.26E-02,1.71E-01,No,189,0.038 (0.034),2.57E-01,3.80E-01,No,-0.143 (0.071),4.55E-02,1.58E-01,No,1163,-0.028 (0.038),4.51E-01,6.26E-01,No,-0.06 (0.076),4.25E-01,6.45E-01,No,864
surface_area,CTQ_Abuse,female,L_parsopercularis_surfavg,-0.03 (0.08),7.05E-01,9.10E-01,No,0.074 (0.165),6.55E-01,8.41E-01,No,189,-0.111 (0.033) *,9.17E-04,6.24E-03,Yes,0.081 (0.071),2.57E-01,4.26E-01,No,1163,-0.093 (0.038),1.34E-02,6.52E-02,No,0.034 (0.076),6.54E-01,8.24E-01,No,864
surface_area,CTQ_Abuse,female,L_parsorbitalis_surfavg,-0.086 (0.08),2.83E-01,7.06E-01,No,0.128 (0.165),4.37E-01,6.92E-01,No,189,0.095 (0.033) *,4.36E-03,1.97E-02,Yes,0.082 (0.071),2.48E-01,4.26E-01,No,1163,0.101 (0.037) *,6.88E-03,4.25E-02,Yes,0.057 (0.075),4.51E-01,6.45E-01,No,864
surface_area,CTQ_Abuse,female,L_parstriangularis_surfavg,-0.011 (0.08),8.93E-01,9.50E-01,No,-0.205 (0.164),2.15E-01,4.87E-01,No,189,-0.009 (0.034),7.77E-01,8.26E-01,No,0.002 (0.071),9.81E-01,9.91E-01,No,1163,-0.027 (0.038),4.73E-01,6.44E-01,No,0.083 (0.076),2.72E-01,5.79E-01,No,864
surface_area,CTQ_Abuse,female,L_pericalcarine_surfavg,0.141 (0.079),7.75E-02,4.05E-01,No,-0.267 (0.163),1.04E-01,3.55E-01,No,189,0.023 (0.034),4.90E-01,5.95E-01,No,0.04 (0.071),5.78E-01,7.71E-01,No,1163,-0.106 (0.037) *,4.64E-03,3.41E-02,Yes,0.109 (0.075),1.49E-01,4.59E-01,No,864
