phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Ped,p_value_Ped,q_value_Ped,Significant_Ped,Sample_Size_Ped,Effect_Size_YA,p_value_YA,q_value_YA,Significant_YA,Sample_Size_YA,Effect_Size_OA,p_value_OA,q_value_OA,Significant_OA,Sample_Size_OA
surface_area,CTQ_Neglect,female,L_isthmuscingulate_surfavg,0.098 (0.073),1.80E-01,8.54E-01,No,189,-0.051 (0.029),8.12E-02,1.49E-01,No,1163,0.02 (0.034),5.53E-01,8.21E-01,No,864
surface_area,CTQ_Neglect,female,L_lateraloccipital_surfavg,0.097 (0.073),1.84E-01,8.54E-01,No,189,0.095 (0.029) *,1.20E-03,7.41E-03,Yes,1163,0.018 (0.034),5.91E-01,8.55E-01,No,864
surface_area,CTQ_Neglect,female,L_lateralorbitofrontal_surfavg,-0.078 (0.073),2.85E-01,8.54E-01,No,189,0.031 (0.029),2.92E-01,4.13E-01,No,1163,0.042 (0.034),2.13E-01,5.37E-01,No,864
surface_area,CTQ_Neglect,female,L_lingual_surfavg,-0.016 (0.073),8.26E-01,9.37E-01,No,189,0.061 (0.029),3.85E-02,8.72E-02,No,1163,0.025 (0.034),4.62E-01,7.65E-01,No,864
surface_area,CTQ_Neglect,female,L_medialorbitofrontal_surfavg,-0.069 (0.073),3.47E-01,8.54E-01,No,189,0.059 (0.029),4.52E-02,9.31E-02,No,1163,0.051 (0.034),1.32E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,L_middletemporal_surfavg,-0.019 (0.073),7.92E-01,9.28E-01,No,189,0.017 (0.029),5.66E-01,6.75E-01,No,1163,0.054 (0.034),1.15E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,L_parahippocampal_surfavg,-0.081 (0.073),2.67E-01,8.54E-01,No,189,-0.101 (0.029) *,5.42E-04,4.10E-03,Yes,1163,-0.049 (0.034),1.47E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,L_paracentral_surfavg,0.094 (0.073),1.97E-01,8.54E-01,No,189,0.007 (0.029),8.12E-01,8.62E-01,No,1163,0.007 (0.034),8.36E-01,9.64E-01,No,864
surface_area,CTQ_Neglect,female,L_parsopercularis_surfavg,-0.028 (0.073),6.99E-01,8.75E-01,No,189,-0.049 (0.029),9.23E-02,1.65E-01,No,1163,-0.041 (0.034),2.31E-01,5.41E-01,No,864
surface_area,CTQ_Neglect,female,L_parsorbitalis_surfavg,-0.043 (0.073),5.53E-01,8.54E-01,No,189,0.09 (0.029) *,2.08E-03,9.45E-03,Yes,1163,0.053 (0.034),1.19E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,L_parstriangularis_surfavg,-0.032 (0.073),6.59E-01,8.75E-01,No,189,-0.011 (0.029),7.13E-01,7.83E-01,No,1163,-0.023 (0.034),5.02E-01,7.94E-01,No,864
surface_area,CTQ_Neglect,female,L_pericalcarine_surfavg,0.068 (0.073),3.53E-01,8.54E-01,No,189,0.056 (0.029),5.83E-02,1.17E-01,No,1163,-0.054 (0.034),1.12E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,L_postcentral_surfavg,0.02 (0.073),7.83E-01,9.28E-01,No,189,-0.038 (0.029),1.97E-01,3.04E-01,No,1163,0.005 (0.034),8.86E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,L_posteriorcingulate_surfavg,-0.03 (0.073),6.79E-01,8.75E-01,No,189,-0.045 (0.029),1.25E-01,2.13E-01,No,1163,0.01 (0.034),7.73E-01,9.07E-01,No,864
surface_area,CTQ_Neglect,female,L_precentral_surfavg,-0.055 (0.073),4.49E-01,8.54E-01,No,189,-0.062 (0.029),3.54E-02,8.29E-02,No,1163,-0.024 (0.034),4.73E-01,7.65E-01,No,864
surface_area,CTQ_Neglect,female,L_precuneus_surfavg,-0.008 (0.073),9.17E-01,9.37E-01,No,189,-0.023 (0.029),4.34E-01,5.75E-01,No,1163,-0.051 (0.034),1.31E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,L_rostralanteriorcingulate_surfavg,-0.046 (0.073),5.33E-01,8.54E-01,No,189,-0.044 (0.029),1.38E-01,2.29E-01,No,1163,-0.001 (0.034),9.76E-01,9.76E-01,No,864
surface_area,CTQ_Neglect,female,L_rostralmiddlefrontal_surfavg,-0.052 (0.073),4.75E-01,8.54E-01,No,189,-0.022 (0.029),4.52E-01,5.80E-01,No,1163,-0.048 (0.034),1.57E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,L_superiorfrontal_surfavg,0.044 (0.073),5.48E-01,8.54E-01,No,189,0.006 (0.029),8.32E-01,8.70E-01,No,1163,0.028 (0.034),4.18E-01,7.49E-01,No,864
surface_area,CTQ_Neglect,female,L_superiorparietal_surfavg,0.005 (0.073),9.43E-01,9.43E-01,No,189,0.054 (0.029),6.67E-02,1.26E-01,No,1163,0.014 (0.034),6.82E-01,9.07E-01,No,864
surface_area,CTQ_Neglect,female,L_superiortemporal_surfavg,-0.053 (0.073),4.71E-01,8.54E-01,No,189,0.023 (0.029),4.40E-01,5.75E-01,No,1163,0.01 (0.034),7.59E-01,9.07E-01,No,864
surface_area,CTQ_Neglect,female,L_supramargil_surfavg,0.04 (0.073),5.84E-01,8.63E-01,No,189,-0.015 (0.029),6.14E-01,7.20E-01,No,1163,0.089 (0.034),9.14E-03,1.55E-01,No,864
surface_area,CTQ_Neglect,female,L_frontalpole_surfavg,-0.058 (0.073),4.32E-01,8.54E-01,No,189,0.138 (0.029) *,2.22E-06,3.78E-05,Yes,1163,0.103 (0.034),2.50E-03,8.50E-02,No,864
surface_area,CTQ_Neglect,female,L_temporalpole_surfavg,-0.023 (0.073),7.53E-01,9.14E-01,No,189,0.06 (0.029),4.06E-02,8.90E-02,No,1163,0.078 (0.034),2.22E-02,2.16E-01,No,864
surface_area,CTQ_Neglect,female,L_transversetemporal_surfavg,-0.027 (0.073),7.08E-01,8.75E-01,No,189,-0.041 (0.029),1.63E-01,2.63E-01,No,1163,-0.002 (0.034),9.55E-01,9.70E-01,No,864
surface_area,CTQ_Neglect,female,L_insula_surfavg,-0.013 (0.073),8.55E-01,9.37E-01,No,189,0.009 (0.029),7.61E-01,8.22E-01,No,1163,-0.038 (0.034),2.64E-01,5.48E-01,No,864
surface_area,CTQ_Neglect,female,R_bankssts_surfavg,0.008 (0.073),9.08E-01,9.37E-01,No,189,-0.094 (0.029) *,1.37E-03,7.76E-03,Yes,1163,-0.011 (0.034),7.48E-01,9.07E-01,No,864
surface_area,CTQ_Neglect,female,R_caudalanteriorcingulate_surfavg,0.082 (0.073),2.63E-01,8.54E-01,No,189,-0.062 (0.029),3.32E-02,8.07E-02,No,1163,0.053 (0.034),1.22E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,R_caudalmiddlefrontal_surfavg,0.046 (0.073),5.29E-01,8.54E-01,No,189,-0.031 (0.029),2.88E-01,4.13E-01,No,1163,-0.015 (0.034),6.61E-01,9.07E-01,No,864
surface_area,CTQ_Neglect,female,R_cuneus_surfavg,0.103 (0.073),1.59E-01,8.54E-01,No,189,0.072 (0.029) *,1.44E-02,4.27E-02,Yes,1163,-0.04 (0.034),2.39E-01,5.42E-01,No,864
surface_area,CTQ_Neglect,female,R_entorhil_surfavg,-0.107 (0.073),1.43E-01,8.54E-01,No,189,0.107 (0.029) *,2.49E-04,2.42E-03,Yes,1163,0.01 (0.034),7.74E-01,9.07E-01,No,864
surface_area,CTQ_Neglect,female,R_fusiform_surfavg,-0.156 (0.072),3.18E-02,8.54E-01,No,189,-0.075 (0.029) *,1.06E-02,3.27E-02,Yes,1163,-0.038 (0.034),2.66E-01,5.48E-01,No,864
surface_area,CTQ_Neglect,female,R_inferiorparietal_surfavg,-0.055 (0.073),4.51E-01,8.54E-01,No,189,-0.088 (0.029) *,2.72E-03,1.16E-02,Yes,1163,-0.02 (0.034),5.55E-01,8.21E-01,No,864
surface_area,CTQ_Neglect,female,R_inferiortemporal_surfavg,-0.048 (0.073),5.12E-01,8.54E-01,No,189,0.091 (0.029) *,1.93E-03,9.38E-03,Yes,1163,0.051 (0.034),1.30E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,R_isthmuscingulate_surfavg,0.105 (0.073),1.52E-01,8.54E-01,No,189,-0.004 (0.029),8.93E-01,8.93E-01,No,1163,-0.004 (0.034),9.15E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,R_lateraloccipital_surfavg,-0.046 (0.073),5.31E-01,8.54E-01,No,189,0.156 (0.029) *,8.42E-08,5.73E-06,Yes,1163,0.025 (0.034),4.70E-01,7.65E-01,No,864
surface_area,CTQ_Neglect,female,R_lateralorbitofrontal_surfavg,-0.105 (0.073),1.51E-01,8.54E-01,No,189,0.018 (0.029),5.43E-01,6.59E-01,No,1163,-0.003 (0.034),9.20E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,R_lingual_surfavg,0.041 (0.073),5.77E-01,8.63E-01,No,189,0.082 (0.029) *,5.07E-03,2.03E-02,Yes,1163,0.006 (0.034),8.56E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,R_medialorbitofrontal_surfavg,-0.068 (0.073),3.51E-01,8.54E-01,No,189,0.133 (0.029) *,5.16E-06,7.02E-05,Yes,1163,0.11 (0.034),1.23E-03,8.39E-02,No,864
surface_area,CTQ_Neglect,female,R_middletemporal_surfavg,0.108 (0.073),1.41E-01,8.54E-01,No,189,0.013 (0.029),6.46E-01,7.44E-01,No,1163,0.047 (0.034),1.64E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,R_parahippocampal_surfavg,-0.053 (0.073),4.72E-01,8.54E-01,No,189,-0.077 (0.029) *,8.31E-03,2.83E-02,Yes,1163,-0.047 (0.034),1.65E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,R_paracentral_surfavg,0.038 (0.073),6.06E-01,8.72E-01,No,189,0.004 (0.029),8.80E-01,8.93E-01,No,1163,-0.011 (0.034),7.38E-01,9.07E-01,No,864
surface_area,CTQ_Neglect,female,R_parsopercularis_surfavg,0.125 (0.073),8.75E-02,8.54E-01,No,189,-0.033 (0.029),2.59E-01,3.82E-01,No,1163,0.038 (0.034),2.63E-01,5.48E-01,No,864
surface_area,CTQ_Neglect,female,R_parsorbitalis_surfavg,-0.037 (0.073),6.15E-01,8.72E-01,No,189,0.071 (0.029) *,1.61E-02,4.57E-02,Yes,1163,0.012 (0.034),7.22E-01,9.07E-01,No,864
surface_area,CTQ_Neglect,female,R_parstriangularis_surfavg,0.079 (0.073),2.82E-01,8.54E-01,No,189,0.079 (0.029) *,7.00E-03,2.64E-02,Yes,1163,-0.042 (0.034),2.20E-01,5.37E-01,No,864
surface_area,CTQ_Neglect,female,R_pericalcarine_surfavg,0.092 (0.073),2.09E-01,8.54E-01,No,189,0.045 (0.029),1.22E-01,2.12E-01,No,1163,-0.045 (0.034),1.83E-01,4.98E-01,No,864
surface_area,CTQ_Neglect,female,R_postcentral_surfavg,-0.067 (0.073),3.61E-01,8.54E-01,No,189,-0.097 (0.029) *,9.14E-04,6.21E-03,Yes,1163,0.035 (0.034),3.01E-01,5.85E-01,No,864
surface_area,CTQ_Neglect,female,R_posteriorcingulate_surfavg,0.114 (0.073),1.19E-01,8.54E-01,No,189,-0.038 (0.029),1.91E-01,3.02E-01,No,1163,0.02 (0.034),5.48E-01,8.21E-01,No,864
surface_area,CTQ_Neglect,female,R_precentral_surfavg,0.015 (0.073),8.41E-01,9.37E-01,No,189,-0.11 (0.029) *,1.68E-04,1.91E-03,Yes,1163,-0.003 (0.034),9.36E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,R_precuneus_surfavg,0.034 (0.073),6.46E-01,8.75E-01,No,189,-0.024 (0.029),4.07E-01,5.54E-01,No,1163,-0.083 (0.034),1.52E-02,2.06E-01,No,864
surface_area,CTQ_Neglect,female,R_rostralanteriorcingulate_surfavg,0.05 (0.073),4.93E-01,8.54E-01,No,189,-0.106 (0.029) *,2.84E-04,2.42E-03,Yes,1163,-0.029 (0.034),3.87E-01,7.10E-01,No,864
surface_area,CTQ_Neglect,female,R_rostralmiddlefrontal_surfavg,-0.046 (0.073),5.27E-01,8.54E-01,No,189,0.006 (0.029),8.51E-01,8.77E-01,No,1163,-0.054 (0.034),1.11E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,R_superiorfrontal_surfavg,0.013 (0.073),8.56E-01,9.37E-01,No,189,0.012 (0.029),6.72E-01,7.61E-01,No,1163,0.003 (0.034),9.35E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,R_superiorparietal_surfavg,-0.028 (0.073),7.02E-01,8.75E-01,No,189,0.011 (0.029),7.00E-01,7.80E-01,No,1163,-0.034 (0.034),3.22E-01,6.09E-01,No,864
surface_area,CTQ_Neglect,female,R_superiortemporal_surfavg,0.009 (0.073),9.00E-01,9.37E-01,No,189,-0.055 (0.029),6.27E-02,1.22E-01,No,1163,-0.037 (0.034),2.81E-01,5.62E-01,No,864
surface_area,CTQ_Neglect,female,R_supramargil_surfavg,-0.008 (0.073),9.14E-01,9.37E-01,No,189,-0.092 (0.029) *,1.72E-03,9.00E-03,Yes,1163,-0.046 (0.034),1.79E-01,4.98E-01,No,864
surface_area,CTQ_Neglect,female,R_frontalpole_surfavg,-0.032 (0.073),6.58E-01,8.75E-01,No,189,0.145 (0.029) *,6.81E-07,2.32E-05,Yes,1163,0.09 (0.034),8.36E-03,1.55E-01,No,864
surface_area,CTQ_Neglect,female,R_temporalpole_surfavg,0.058 (0.073),4.30E-01,8.54E-01,No,189,0.14 (0.029) *,1.69E-06,3.78E-05,Yes,1163,0.047 (0.034),1.64E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,female,R_transversetemporal_surfavg,-0.073 (0.073),3.19E-01,8.54E-01,No,189,-0.059 (0.029),4.33E-02,9.20E-02,No,1163,0.004 (0.034),8.99E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,R_insula_surfavg,0.074 (0.073),3.14E-01,8.54E-01,No,189,-0.021 (0.029),4.70E-01,5.92E-01,No,1163,-0.047 (0.034),1.64E-01,4.89E-01,No,864
surface_area,CTQ_Neglect,male,L_bankssts_surfavg,-0.057 (0.08),4.78E-01,9.60E-01,No,159,-0.025 (0.037),4.97E-01,8.43E-01,No,742,0.029 (0.041),4.83E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_caudalanteriorcingulate_surfavg,0.006 (0.08),9.37E-01,9.73E-01,No,159,0.02 (0.037),5.94E-01,8.66E-01,No,742,-0.097 (0.041),1.92E-02,9.19E-01,No,585
surface_area,CTQ_Neglect,male,L_caudalmiddlefrontal_surfavg,-0.003 (0.08),9.68E-01,9.73E-01,No,159,0.042 (0.037),2.49E-01,8.21E-01,No,742,-0.025 (0.041),5.50E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_cuneus_surfavg,0.097 (0.079),2.24E-01,9.60E-01,No,159,-0.002 (0.037),9.48E-01,9.62E-01,No,742,0.008 (0.041),8.40E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_entorhil_surfavg,-0.025 (0.08),7.51E-01,9.72E-01,No,159,0.042 (0.037),2.53E-01,8.21E-01,No,742,0.061 (0.041),1.40E-01,9.19E-01,No,585
surface_area,CTQ_Neglect,male,L_fusiform_surfavg,-0.079 (0.08),3.25E-01,9.60E-01,No,159,-0.01 (0.037),7.83E-01,9.51E-01,No,742,-0.018 (0.041),6.57E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_inferiorparietal_surfavg,-0.119 (0.079),1.35E-01,8.37E-01,No,159,-0.043 (0.037),2.41E-01,8.21E-01,No,742,0.046 (0.041),2.64E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_inferiortemporal_surfavg,-0.029 (0.08),7.16E-01,9.72E-01,No,159,0.022 (0.037),5.46E-01,8.44E-01,No,742,0.024 (0.041),5.59E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_isthmuscingulate_surfavg,0.046 (0.08),5.64E-01,9.72E-01,No,159,0.001 (0.037),9.72E-01,9.72E-01,No,742,-0.02 (0.041),6.25E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_lateraloccipital_surfavg,-0.062 (0.08),4.39E-01,9.60E-01,No,159,0.095 (0.037),9.42E-03,3.20E-01,No,742,0.003 (0.041),9.49E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_lateralorbitofrontal_surfavg,-0.022 (0.08),7.80E-01,9.72E-01,No,159,0.007 (0.037),8.55E-01,9.57E-01,No,742,-0.005 (0.041),8.99E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_lingual_surfavg,0.066 (0.08),4.06E-01,9.60E-01,No,159,-0.056 (0.037),1.29E-01,7.00E-01,No,742,0.004 (0.041),9.23E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_medialorbitofrontal_surfavg,-0.027 (0.08),7.36E-01,9.72E-01,No,159,-0.019 (0.037),6.15E-01,8.66E-01,No,742,-0.049 (0.041),2.36E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_middletemporal_surfavg,-0.171 (0.079),3.12E-02,7.07E-01,No,159,0.002 (0.037),9.46E-01,9.62E-01,No,742,0.071 (0.041),8.82E-02,9.19E-01,No,585
surface_area,CTQ_Neglect,male,L_parahippocampal_surfavg,-0.051 (0.08),5.23E-01,9.72E-01,No,159,0.024 (0.037),5.08E-01,8.43E-01,No,742,0.022 (0.041),5.88E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_paracentral_surfavg,-0.028 (0.08),7.22E-01,9.72E-01,No,159,0.017 (0.037),6.37E-01,8.66E-01,No,742,-0.074 (0.041),7.20E-02,9.19E-01,No,585
surface_area,CTQ_Neglect,male,L_parsopercularis_surfavg,0.172 (0.079),3.06E-02,7.07E-01,No,159,0.018 (0.037),6.32E-01,8.66E-01,No,742,-0.008 (0.041),8.51E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_parsorbitalis_surfavg,-0.03 (0.08),7.10E-01,9.72E-01,No,159,0.06 (0.037),1.00E-01,6.18E-01,No,742,0.02 (0.041),6.28E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_parstriangularis_surfavg,0.132 (0.079),9.82E-02,8.29E-01,No,159,0.005 (0.037),8.93E-01,9.57E-01,No,742,0.009 (0.041),8.27E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_pericalcarine_surfavg,0.154 (0.079),5.33E-02,7.17E-01,No,159,-0.032 (0.037),3.81E-01,8.21E-01,No,742,0.015 (0.041),7.25E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_postcentral_surfavg,-0.031 (0.08),7.01E-01,9.72E-01,No,159,0.008 (0.037),8.31E-01,9.57E-01,No,742,0.014 (0.041),7.28E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_posteriorcingulate_surfavg,-0.05 (0.08),5.31E-01,9.72E-01,No,159,-0.03 (0.037),4.10E-01,8.21E-01,No,742,-0.073 (0.041),7.88E-02,9.19E-01,No,585
surface_area,CTQ_Neglect,male,L_precentral_surfavg,0.036 (0.08),6.53E-01,9.72E-01,No,159,0.078 (0.037),3.30E-02,3.84E-01,No,742,0.007 (0.041),8.60E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_precuneus_surfavg,-0.039 (0.08),6.29E-01,9.72E-01,No,159,-0.073 (0.037),4.54E-02,3.86E-01,No,742,-0.031 (0.041),4.61E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_rostralanteriorcingulate_surfavg,-0.015 (0.08),8.48E-01,9.72E-01,No,159,0.012 (0.037),7.46E-01,9.39E-01,No,742,-0.073 (0.041),7.79E-02,9.19E-01,No,585
surface_area,CTQ_Neglect,male,L_rostralmiddlefrontal_surfavg,-0.083 (0.08),3.00E-01,9.60E-01,No,159,0.061 (0.037),9.62E-02,6.18E-01,No,742,-0.058 (0.041),1.62E-01,9.19E-01,No,585
surface_area,CTQ_Neglect,male,L_superiorfrontal_surfavg,-0.043 (0.08),5.89E-01,9.72E-01,No,159,0.076 (0.037),3.95E-02,3.84E-01,No,742,0.026 (0.041),5.33E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_superiorparietal_surfavg,0.086 (0.08),2.80E-01,9.60E-01,No,159,-0.079 (0.037),3.07E-02,3.84E-01,No,742,-0.01 (0.041),8.08E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_superiortemporal_surfavg,0.025 (0.08),7.51E-01,9.72E-01,No,159,0.029 (0.037),4.32E-01,8.21E-01,No,742,0.014 (0.041),7.41E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_supramargil_surfavg,-0.013 (0.08),8.72E-01,9.72E-01,No,159,-0.042 (0.037),2.51E-01,8.21E-01,No,742,0.071 (0.041),8.82E-02,9.19E-01,No,585
surface_area,CTQ_Neglect,male,L_frontalpole_surfavg,-0.073 (0.08),3.59E-01,9.60E-01,No,159,0.031 (0.037),3.99E-01,8.21E-01,No,742,0.004 (0.041),9.17E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_temporalpole_surfavg,0.014 (0.08),8.62E-01,9.72E-01,No,159,0.034 (0.037),3.54E-01,8.21E-01,No,742,0.06 (0.041),1.49E-01,9.19E-01,No,585
surface_area,CTQ_Neglect,male,L_transversetemporal_surfavg,0.003 (0.08),9.73E-01,9.73E-01,No,159,0.031 (0.037),3.97E-01,8.21E-01,No,742,-0.054 (0.041),1.91E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,L_insula_surfavg,0.066 (0.08),4.11E-01,9.60E-01,No,159,0.006 (0.037),8.80E-01,9.57E-01,No,742,-0.02 (0.041),6.31E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_bankssts_surfavg,0.016 (0.08),8.46E-01,9.72E-01,No,159,-0.035 (0.037),3.47E-01,8.21E-01,No,742,-0.027 (0.041),5.10E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_caudalanteriorcingulate_surfavg,-0.015 (0.08),8.55E-01,9.72E-01,No,159,0.027 (0.037),4.71E-01,8.21E-01,No,742,0.012 (0.041),7.72E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_caudalmiddlefrontal_surfavg,0.142 (0.079),7.38E-02,7.17E-01,No,159,0.035 (0.037),3.43E-01,8.21E-01,No,742,-0.021 (0.041),6.13E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_cuneus_surfavg,0.06 (0.08),4.52E-01,9.60E-01,No,159,-0.033 (0.037),3.70E-01,8.21E-01,No,742,0.004 (0.041),9.17E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_entorhil_surfavg,0.078 (0.08),3.28E-01,9.60E-01,No,159,0.116 (0.037),1.57E-03,1.07E-01,No,742,0.032 (0.041),4.34E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_fusiform_surfavg,-0.15 (0.079),5.84E-02,7.17E-01,No,159,-0.003 (0.037),9.34E-01,9.62E-01,No,742,0.032 (0.041),4.40E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_inferiorparietal_surfavg,0.017 (0.08),8.31E-01,9.72E-01,No,159,-0.005 (0.037),9.01E-01,9.57E-01,No,742,-0.012 (0.041),7.76E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_inferiortemporal_surfavg,0.02 (0.08),8.07E-01,9.72E-01,No,159,-0.027 (0.037),4.64E-01,8.21E-01,No,742,-0.014 (0.041),7.32E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_isthmuscingulate_surfavg,0.006 (0.08),9.40E-01,9.73E-01,No,159,0.046 (0.037),2.15E-01,8.21E-01,No,742,-0.003 (0.041),9.50E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_lateraloccipital_surfavg,-0.104 (0.079),1.93E-01,9.60E-01,No,159,-0.008 (0.037),8.37E-01,9.57E-01,No,742,0.013 (0.041),7.59E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_lateralorbitofrontal_surfavg,0.011 (0.08),8.90E-01,9.73E-01,No,159,0.028 (0.037),4.47E-01,8.21E-01,No,742,-0.034 (0.041),4.18E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_lingual_surfavg,0.058 (0.08),4.69E-01,9.60E-01,No,159,-0.035 (0.037),3.44E-01,8.21E-01,No,742,-0.027 (0.041),5.14E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_medialorbitofrontal_surfavg,-0.1 (0.079),2.10E-01,9.60E-01,No,159,0.019 (0.037),6.06E-01,8.66E-01,No,742,-0.025 (0.041),5.42E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_middletemporal_surfavg,-0.122 (0.079),1.26E-01,8.37E-01,No,159,-0.034 (0.037),3.51E-01,8.21E-01,No,742,-0.03 (0.041),4.72E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_parahippocampal_surfavg,-0.113 (0.079),1.57E-01,8.90E-01,No,159,-0.01 (0.037),7.82E-01,9.51E-01,No,742,-0.065 (0.041),1.14E-01,9.19E-01,No,585
surface_area,CTQ_Neglect,male,R_paracentral_surfavg,0.068 (0.08),3.97E-01,9.60E-01,No,159,-0.022 (0.037),5.45E-01,8.44E-01,No,742,-0.048 (0.041),2.47E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_parsopercularis_surfavg,0.187 (0.078),1.84E-02,7.07E-01,No,159,0.065 (0.037),7.73E-02,5.84E-01,No,742,-0.033 (0.041),4.31E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_parsorbitalis_surfavg,-0.006 (0.08),9.39E-01,9.73E-01,No,159,0.028 (0.037),4.45E-01,8.21E-01,No,742,0.01 (0.041),8.11E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_parstriangularis_surfavg,0.069 (0.08),3.88E-01,9.60E-01,No,159,0.037 (0.037),3.18E-01,8.21E-01,No,742,0.016 (0.041),6.93E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_pericalcarine_surfavg,0.144 (0.079),7.00E-02,7.17E-01,No,159,-0.055 (0.037),1.34E-01,7.00E-01,No,742,-0.016 (0.041),7.06E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_postcentral_surfavg,0.037 (0.08),6.41E-01,9.72E-01,No,159,-0.045 (0.037),2.22E-01,8.21E-01,No,742,0.001 (0.041),9.75E-01,9.75E-01,No,585
surface_area,CTQ_Neglect,male,R_posteriorcingulate_surfavg,-0.068 (0.08),3.97E-01,9.60E-01,No,159,0.006 (0.037),8.74E-01,9.57E-01,No,742,-0.013 (0.041),7.57E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_precentral_surfavg,0.021 (0.08),7.91E-01,9.72E-01,No,159,0.047 (0.037),1.99E-01,8.21E-01,No,742,0.004 (0.041),9.26E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_precuneus_surfavg,-0.061 (0.08),4.44E-01,9.60E-01,No,159,-0.047 (0.037),2.04E-01,8.21E-01,No,742,-0.007 (0.041),8.63E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_rostralanteriorcingulate_surfavg,0.049 (0.08),5.38E-01,9.72E-01,No,159,0.019 (0.037),6.14E-01,8.66E-01,No,742,0.008 (0.041),8.52E-01,9.65E-01,No,585
surface_area,CTQ_Neglect,male,R_rostralmiddlefrontal_surfavg,-0.056 (0.08),4.80E-01,9.60E-01,No,159,0.023 (0.037),5.28E-01,8.44E-01,No,742,-0.051 (0.041),2.16E-01,9.65E-01,No,585
